RELEVE_ID,SPECIES_NAME,GRID_NO,DOMIN
28,Anthoxanthum odoratum,2,4
28,Holcus lanatus,2,7
28,Poa pratensis,2,0.1
28,Ranunculus repens,2,1
28,Lolium perenne,2,5
28,Bromus hordeaceus,2,7
28,Cardamine pratensis,2,0.1
30,Anthoxanthum odoratum,2,4
30,Holcus lanatus,2,6
30,Ranunculus repens,2,2
30,Lolium perenne,2,0.1
30,Cerastium fontanum,2,0.1
30,Bromus hordeaceus,2,8
30,Cardamine pratensis,2,0.1
30,Poa trivialis,2,2
31,Anthoxanthum odoratum,3,8
31,Festuca rubra,3,6
31,Holcus lanatus,3,5
31,Ranunculus repens,3,1
31,Rumex acetosa,3,0.1
31,Taraxacum officinale,3,2
31,Lolium perenne,3,3
31,Cerastium fontanum,3,0.1
31,Cardamine pratensis,3,1
31,Poa trivialis,3,6
32,Alopecurus pratensis,3,0.1
32,Anthoxanthum odoratum,3,1
32,Dactylis glomerata,3,2
32,Holcus lanatus,3,8
32,Cardamine pratensis,3,1
32,Poa trivialis,3,5
33,Anthoxanthum odoratum,3,8
33,Festuca rubra,3,5
33,Filipendula ulmaria,3,0.1
33,Holcus lanatus,3,6
33,Ranunculus repens,3,1
33,Cerastium fontanum,3,2
33,Cardamine pratensis,3,0.1
33,Carex dioica,3,2
34,Ranunculus repens,4,1
34,Poa trivialis,4,3
34,Phragmites australis,4,9
35,Holcus lanatus,4,9
35,Taraxacum officinale,4,0.1
35,Rumex obtusifolius,4,0.1
35,Bromus hordeaceus,4,2
35,Cardamine pratensis,4,1
35,Poa trivialis,4,4
36,Filipendula ulmaria,4,0.1
36,Holcus lanatus,4,9
36,Poa pratensis,4,4
36,Ranunculus repens,4,0.1
36,Taraxacum officinale,4,0.1
36,Bromus hordeaceus,4,0.1
36,Cardamine pratensis,4,1
37,Holcus lanatus,5,9
37,Ranunculus repens,5,0.1
37,Bromus hordeaceus,5,2
37,Poa trivialis,5,3
38,Anthoxanthum odoratum,5,4
38,Filipendula ulmaria,5,0.1
38,Holcus lanatus,5,7
38,Ranunculus acris,5,0.1
38,Cerastium fontanum,5,0.1
38,Bromus hordeaceus,5,2
38,Poa trivialis,5,4
38,Lolium multiflorum,5,4
